timestamp,volume,open,last_price,low,high
1606125600,1888963.17,0.999,0.999,0.9987,0.9991
1606129200,1276271.05,0.9989,0.999,0.9989,0.9993
1606132800,1085098.76,0.999,0.9992,0.9987,0.9993
1606136400,3262450.49,0.9992,0.9992,0.9985,0.9993
1606140000,3398129.51,0.9991,0.9991,0.9988,0.9995
1606143600,2812924.73,0.999,0.9991,0.9988,0.9995
1606147200,1682976.73,0.9991,0.9991,0.9989,0.9994
1606150800,1584423.23,0.9991,0.9994,0.9989,0.9994
1606154400,1319344.12,0.9994,0.9993,0.9992,0.9996
1606158000,726590.51,0.9994,0.9995,0.9992,0.9995
1606161600,1569413.97,0.9994,0.9991,0.999,0.9995
1606165200,2464617.13,0.9991,0.9993,0.9988,0.9996
1606168800,1575121.34,0.9994,0.9991,0.9989,0.9996
1606172400,1406371.0,0.9991,0.999,0.9988,0.9991
1606176000,2278075.32,0.999,0.9994,0.999,0.9995
1606179600,2210534.21,0.9994,0.999,0.9988,0.9995
1606183200,1862548.98,0.9989,0.9988,0.9987,0.999
1606186800,2863950.29,0.9989,0.9987,0.9986,0.9991
1606190400,2673682.53,0.9988,0.9988,0.9986,0.999
1606194000,3172787.34,0.9988,0.9985,0.9983,0.999
1606197600,5208094.31,0.9984,0.9987,0.9976,0.9991
1606201200,2306954.9,0.9987,0.9988,0.9986,0.9992
1606204800,2708841.71,0.9988,0.9989,0.9984,0.9991
1606208400,4370007.69,0.999,0.9992,0.9985,0.9994
1606212000,3046526.58,0.9992,0.9992,0.999,0.9995
1606215600,1916161.83,0.9993,0.9996,0.9991,0.9997
1606219200,2609385.04,0.9995,0.9993,0.9992,0.9997
1606222800,3968748.79,0.9994,0.9991,0.9985,0.9994
1606226400,4652230.42,0.999,0.9987,0.9984,0.999
1606230000,3747406.3,0.9985,0.9986,0.9984,0.9993
1606233600,2217018.28,0.9987,0.9992,0.9986,0.9993
1606237200,1775376.55,0.9992,0.9993,0.9988,0.9994
1606240800,1126026.71,0.9994,0.9991,0.9991,0.9995
1606244400,2784665.59,0.9992,0.9992,0.9984,0.9995
1606248000,1840370.45,0.9992,0.9994,0.9985,0.9995
1606251600,2057091.52,0.9994,0.9995,0.9985,0.9995
1606255200,1140219.91,0.9995,0.9993,0.9991,0.9996
1606258800,839667.23,0.9993,0.9991,0.999,0.9993
1606262400,1375851.91,0.9991,0.999,0.9989,0.9997
1606266000,1329203.52,0.999,0.9995,0.9989,0.9995
1606269600,1260305.39,0.9994,0.9995,0.9992,0.9996
1606273200,1118857.44,0.9994,0.9994,0.9992,0.9997
